GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
1,0,0,0.438224062,0,0,0,0,17000.0,0,0,0,1,0,1
1,2,3,0.477492954,0,0,0,1,13000.0,0,0,0,4,0,1
1,2,3,0.741801583,1,0,1,1,10000.0,0,2,0,4,4,0
1,1,3,0.720376608,1,1,0,0,17000.0,0,1,0,2,2,0
1,2,3,0.624732579,1,1,1,1,11000.0,1,1,1,4,4,0
0,1,3,0.526414377,1,0,1,1,12000.0,0,2,3,2,4,0
1,1,3,0.498259574,1,0,1,0,11000.0,0,1,5,4,4,0
1,1,0,0.360042879,0,0,0,1,17000.0,0,0,0,0,2,1
1,2,3,0.681523027,1,0,1,1,9000.0,0,1,0,4,3,0
0,1,1,0.412210836,1,1,0,1,12000.0,0,0,1,1,3,0
1,1,3,0.623114484,0,0,1,1,10000.0,0,1,0,2,3,0
0,2,2,0.564614206,1,0,0,1,11000.0,0,2,1,2,3,1
1,2,3,0.591212592,1,1,1,1,13000.0,0,1,1,4,2,0
1,1,0,0.41263478,0,0,1,1,9000.0,1,0,0,2,2,0
0,1,3,0.701913544,1,0,0,1,7000.0,0,5,2,3,4,1
0,2,3,0.698005396,1,0,1,1,12000.0,0,2,0,1,3,1
1,1,1,0.276344597,0,0,0,1,15000.0,1,0,0,0,2,1
0,1,3,0.689858517,1,0,1,1,8000.0,0,0,0,3,2,0
1,2,2,0.504817976,1,0,1,1,7000.0,0,1,4,3,4,0
0,2,2,0.532272939,1,0,1,0,9000.0,0,2,1,1,3,0
0,2,3,0.531462023,1,0,1,1,12000.0,0,8,4,3,4,0
1,1,0,0.410993887,0,0,1,1,9000.0,0,0,0,0,2,1
1,1,2,0.516383319,1,0,1,0,6000.0,0,0,0,1,2,0
1,2,3,0.566925129,0,0,1,1,10000.0,0,0,0,3,1,0
0,1,1,0.195816512,0,0,0,1,11000.0,0,0,2,2,3,1
0,1,2,0.466890959,1,0,1,1,10000.0,0,2,1,1,3,0
0,1,2,0.468539378,1,1,0,0,18000.0,0,3,3,3,4,0
0,1,0,0.446111965,1,0,0,0,14000.0,0,0,0,1,2,1
1,0,0,0.300332343,1,0,1,0,14000.0,0,0,0,1,2,1
0,1,2,0.469297656,0,0,1,1,8000.0,0,2,0,3,3,0
1,0,1,0.380538115,0,0,1,1,10000.0,0,0,0,1,1,1
1,1,0,0.169406553,0,0,0,0,14000.0,0,0,0,1,2,1
1,1,2,0.549259879,1,0,1,1,13000.0,0,1,1,2,3,0
1,0,0,0.228457522,1,0,0,0,14000.0,0,0,0,0,2,0
1,2,3,0.6502647,1,0,1,1,12000.0,0,3,0,2,4,0
1,2,3,0.612468484,1,1,1,1,4000.0,0,0,0,1,2,0
1,1,0,0.242400361,1,0,1,0,11000.0,0,0,0,1,1,1
1,2,3,0.590976136,1,1,0,0,14000.0,0,0,0,2,3,0
0,2,3,0.645261993,1,1,1,1,7000.0,0,0,0,1,2,0
1,0,0,0.414553161,1,1,1,1,11000.0,1,0,0,2,3,0
0,1,1,0.435639067,1,0,0,1,13000.0,0,0,0,2,0,1
0,0,0,0.364821205,0,0,1,0,11000.0,0,0,0,0,2,1
0,2,3,0.457278601,1,1,1,1,9000.0,0,5,2,3,4,0
0,2,2,0.304644661,1,0,0,1,14000.0,0,0,2,1,2,0
1,0,3,0.665476908,1,0,0,0,16000.0,0,3,0,3,4,0
0,1,2,0.615030453,1,0,0,1,9000.0,0,2,3,1,3,0
0,1,0,0.356311431,1,0,0,0,13000.0,0,0,0,0,2,1
0,1,0,0.26787678,0,0,0,0,14000.0,0,0,0,1,2,1
0,0,0,0.498723686,0,1,0,1,13000.0,0,6,2,3,4,0
0,0,1,0.261476899,0,0,1,1,10000.0,0,0,4,3,4,0
0,2,3,0.457874238,1,0,1,1,7000.0,0,7,8,3,4,0
0,2,3,0.697036493,1,1,1,1,11000.0,0,5,5,4,4,0
0,2,3,0.486778133,1,1,1,1,13000.0,0,4,5,4,4,0
0,2,3,0.527890798,1,1,0,1,12000.0,0,4,9,3,4,0
1,1,3,0.698085096,1,1,0,1,13000.0,0,0,0,3,3,0
0,0,0,0.337792703,0,0,0,0,9000.0,1,3,0,2,2,0
1,1,0,0.318731245,1,0,1,0,10000.0,0,0,0,0,0,0
0,2,3,0.428475969,1,1,1,1,8000.0,0,0,0,2,2,0
1,1,1,0.457725702,0,1,1,0,13000.0,0,0,0,1,2,0
0,1,1,0.281077754,0,0,0,0,12000.0,0,2,0,2,3,1
0,2,3,0.67520042,0,0,1,1,12000.0,0,5,2,3,4,0
0,1,0,0.279579234,1,0,0,1,7000.0,0,0,0,1,2,1
1,0,0,0.30417503,1,1,0,0,14000.0,0,0,0,0,1,1
1,2,3,0.679074316,1,1,0,1,13000.0,0,1,3,2,4,0
0,1,2,0.493597504,1,0,1,0,13000.0,0,0,1,2,3,0
0,2,3,0.587330093,1,1,1,1,13000.0,0,1,1,3,4,0
1,0,0,0.305421423,0,0,1,0,8000.0,0,0,0,1,1,1
1,1,0,0.332932446,0,0,0,1,12000.0,0,0,1,1,3,0
0,1,2,0.502284965,0,0,0,0,14000.0,1,3,4,2,4,0
1,1,3,0.501216103,1,0,1,1,8000.0,0,1,1,3,4,0
0,2,3,0.611448465,1,0,0,1,11000.0,0,2,0,3,4,0
1,1,1,0.59933375,1,0,0,1,6000.0,0,0,0,1,2,1
1,0,1,0.579523594,1,0,1,1,9000.0,0,0,0,1,0,0
0,1,3,0.669561971,1,1,1,1,7000.0,0,4,5,2,4,0
1,1,2,0.626944308,1,0,0,1,13000.0,0,1,0,3,4,0
0,2,0,0.285239665,1,0,0,0,17000.0,0,0,0,1,2,0
1,2,3,0.680943099,1,1,1,1,9000.0,0,1,2,3,3,0
0,2,3,0.721640291,1,1,1,1,11000.0,0,2,5,3,4,0
0,2,1,0.390847395,1,0,1,0,15000.0,0,0,2,2,3,1
1,1,1,0.438797741,0,0,0,1,9000.0,0,3,0,2,3,1
0,0,1,0.508382297,0,0,0,1,15000.0,0,0,0,2,2,1
0,1,1,0.29761163,0,0,0,0,12000.0,0,2,4,2,3,0
0,2,3,0.680928917,1,0,1,0,12000.0,0,1,1,1,3,0
1,2,3,0.65955667,1,0,1,1,10000.0,0,0,0,4,2,0
0,2,3,0.613834436,1,1,0,0,15000.0,0,2,0,3,3,0
0,2,2,0.541790522,1,0,1,1,9000.0,0,1,1,1,3,0
1,2,3,0.640208825,1,1,1,1,11000.0,0,1,0,3,4,0
0,1,0,0.327760276,0,0,0,0,16000.0,0,0,0,1,2,1
1,1,2,0.626940866,1,0,0,0,17000.0,0,0,1,1,3,1
0,0,0,0.557410104,0,0,0,0,16000.0,0,0,0,0,2,1
0,1,2,0.507474671,1,1,0,1,6000.0,0,6,2,3,4,0
0,1,3,0.632199385,1,0,1,0,10000.0,0,2,2,3,4,0
0,1,0,0.297150711,1,0,0,1,13000.0,1,0,0,0,2,1
1,1,2,0.57165395,1,1,1,1,10000.0,0,0,0,3,2,0
1,1,3,0.648052469,1,1,0,1,15000.0,0,1,0,3,4,0
1,2,3,0.484014927,1,1,1,1,10000.0,0,0,0,3,2,0
0,1,2,0.513847778,0,1,0,1,8000.0,0,6,4,2,2,0
1,0,3,0.685409045,1,1,1,1,11000.0,0,1,0,4,3,0
1,1,1,0.300628886,1,0,0,1,12000.0,0,0,0,2,2,0
1,2,3,0.550144013,1,0,1,1,7000.0,0,2,0,3,3,0
0,1,3,0.677890459,1,0,1,1,10000.0,0,8,4,4,4,0
1,2,3,0.601312251,1,0,1,1,8000.0,0,2,0,4,3,0
1,1,2,0.487377519,0,0,1,1,9000.0,0,3,2,3,4,0
1,2,3,0.67185685,1,0,1,0,12000.0,0,1,2,1,2,0
0,2,3,0.744211521,1,0,1,1,5000.0,0,9,1,2,3,0
0,2,3,0.612666155,1,0,1,1,6000.0,0,0,0,2,1,0
1,1,2,0.458099459,1,0,1,1,8000.0,0,1,1,4,3,0
0,1,3,0.684690671,1,1,1,0,11000.0,0,2,6,2,4,0
0,1,0,0.294913991,0,0,0,0,15000.0,0,0,0,1,1,1
1,2,3,0.764539147,1,0,0,1,7000.0,0,5,1,2,3,0
1,0,0,0.292564974,0,0,0,0,13000.0,0,0,0,1,2,0
1,0,1,0.375248234,1,0,1,1,13000.0,0,0,0,2,2,0
0,2,1,0.448069858,0,0,0,0,14000.0,0,0,0,0,2,1
1,1,0,0.372234575,0,0,0,0,15000.0,0,0,0,0,2,1
0,2,3,0.515709385,1,1,1,1,11000.0,1,2,4,3,4,0
1,2,3,0.618300294,1,1,1,1,13000.0,0,0,0,2,2,0
0,1,2,0.477962613,1,0,1,1,10000.0,0,7,5,3,4,0
1,1,0,0.412393402,1,0,0,0,14000.0,0,0,0,0,2,1
0,2,2,0.571724625,1,0,0,1,15000.0,0,2,1,2,4,0
1,0,0,0.373351589,1,0,0,0,12000.0,0,0,0,0,0,1
1,1,1,0.469090521,1,0,1,1,3000.0,0,4,2,3,4,0
0,1,0,0.299202918,1,0,1,0,14000.0,0,0,0,1,2,0
0,1,3,0.701891245,1,0,1,1,8000.0,0,3,7,3,4,0
1,0,1,0.491038013,1,0,0,1,16000.0,0,0,0,2,3,1
0,2,3,0.645129578,1,0,0,1,14000.0,0,0,0,2,3,1
0,0,0,0.31745317,0,0,0,0,15000.0,0,0,0,1,2,1
1,1,0,0.38361408,0,1,0,0,15000.0,0,1,0,1,3,0
1,1,3,0.67623617,0,0,1,1,9000.0,0,0,0,3,2,1
1,0,0,0.389885723,0,0,0,0,11000.0,0,0,0,0,2,1
1,1,1,0.450363459,0,0,0,0,7000.0,0,2,0,3,4,0
1,2,3,0.522397513,1,0,1,1,8000.0,0,3,0,2,3,0
0,2,0,0.317171056,0,0,0,0,13000.0,0,0,0,1,2,1
0,2,3,0.758055177,1,0,0,1,13000.0,0,2,1,1,3,1
1,1,3,0.506304851,1,1,0,1,14000.0,0,0,2,2,3,0
0,1,3,0.623859584,1,0,1,0,9000.0,0,5,1,2,3,0
1,2,3,0.563812463,1,0,1,1,13000.0,0,0,1,3,4,0
1,1,0,0.358633274,1,0,0,0,15000.0,0,0,0,1,2,0
0,0,0,0.208433852,1,0,0,1,17000.0,0,0,0,1,1,1
0,2,2,0.459588364,0,0,1,1,8000.0,0,7,1,3,3,0
0,0,1,0.575609703,0,0,0,1,12000.0,0,3,4,2,3,1
1,2,3,0.704615522,0,1,0,0,14000.0,0,3,1,2,4,0
1,2,3,0.589319755,1,0,1,1,9000.0,0,0,0,4,1,0
1,1,1,0.254423262,1,0,0,0,11000.0,1,0,0,2,3,0
0,2,3,0.694698694,1,1,1,1,7000.0,0,4,1,2,3,0
0,1,2,0.468193641,1,0,1,0,10000.0,1,2,1,2,3,0
0,2,3,0.472408921,1,0,0,1,11000.0,0,2,1,2,3,0
0,1,3,0.586645344,1,1,0,1,7000.0,0,0,0,4,2,0
1,1,2,0.661584142,1,0,0,1,12000.0,0,5,0,3,4,0
0,0,0,0.408705611,0,0,0,1,16000.0,0,1,3,2,4,0
0,1,1,0.252170769,1,0,1,1,11000.0,0,0,0,1,2,0
0,2,3,0.514562538,1,1,1,0,9000.0,0,0,0,1,2,0
0,2,3,0.557840327,1,1,1,1,10000.0,0,2,0,2,3,0
0,1,1,0.268187245,1,0,0,1,9000.0,0,1,4,2,3,0
0,2,3,0.564365971,1,1,1,1,8000.0,0,9,1,4,4,0
0,1,2,0.364895289,1,0,1,1,9000.0,0,5,1,2,2,1
0,1,0,0.203690934,1,0,0,0,14000.0,0,0,0,0,2,1
1,2,3,0.499361265,1,0,1,1,7000.0,0,2,1,4,4,0
0,2,3,0.562059268,1,1,1,1,8000.0,0,1,0,2,3,0
0,1,3,0.727055231,1,1,1,1,13000.0,0,1,1,3,3,0
1,1,3,0.449297267,1,1,1,1,3000.0,0,8,2,4,4,0
0,0,1,0.292203144,1,0,1,0,12000.0,0,0,0,2,0,0
1,1,2,0.552577033,1,0,1,1,10000.0,0,0,0,1,3,0
0,0,0,0.227648088,1,0,0,1,12000.0,0,3,0,1,3,1
1,2,3,0.530690779,0,1,0,0,17000.0,0,0,3,2,3,1
1,0,0,0.345466205,0,0,0,1,6000.0,0,0,0,0,2,1
1,2,3,0.592809596,1,1,0,1,10000.0,1,4,0,2,3,0
0,1,2,0.640543347,1,0,1,1,11000.0,0,1,1,2,3,0
1,1,3,0.703991085,0,0,1,0,13000.0,0,0,0,3,4,1
0,2,2,0.536366006,1,0,0,0,13000.0,0,0,0,1,2,1
1,2,3,0.606497557,1,1,1,1,9000.0,0,0,1,4,4,0
1,1,2,0.659467954,1,0,0,1,12000.0,0,0,1,3,3,0
0,2,3,0.549609032,1,0,1,1,9000.0,0,2,3,3,3,0
0,2,3,0.713373976,0,0,0,0,10000.0,0,4,1,3,3,0
0,2,3,0.659756271,1,0,1,1,3000.0,0,14,3,4,4,0
0,1,0,0.331144408,0,0,0,0,15000.0,0,0,0,0,1,1
1,1,3,0.730677463,1,1,1,1,13000.0,0,0,0,3,2,0
0,1,2,0.47163991,1,0,0,1,15000.0,0,1,2,3,4,0
1,1,1,0.4009858,0,0,0,1,12000.0,0,1,0,1,3,1
1,1,2,0.572787253,1,1,0,0,15000.0,0,1,0,3,3,0
1,0,1,0.323703379,0,0,1,1,14000.0,0,0,0,2,4,0
0,2,3,0.602301385,1,0,1,0,11000.0,0,2,0,2,3,1
1,2,1,0.523864857,1,1,1,1,9000.0,0,0,0,2,0,0
1,2,3,0.681711015,1,0,0,1,13000.0,0,1,3,2,4,0
0,2,3,0.585131298,1,0,1,1,4000.0,0,0,0,4,2,0
0,2,0,0.156573278,1,0,1,0,10000.0,1,0,2,2,3,0
0,0,1,0.349387224,0,0,0,1,16000.0,0,3,0,3,4,0
0,0,1,0.581589095,1,0,0,0,18000.0,0,1,3,3,4,0
1,0,1,0.352447517,0,0,0,1,8000.0,0,1,0,2,3,0
0,1,0,0.526643644,1,0,0,0,16000.0,0,1,0,2,3,1
1,0,0,0.422712717,0,0,1,1,4000.0,0,0,0,0,1,1
0,2,1,0.366542141,1,0,0,1,14000.0,0,0,4,2,3,0
0,1,3,0.522170544,1,0,0,1,9000.0,0,6,3,2,3,0
0,1,2,0.579064258,1,1,1,1,12000.0,0,3,4,4,4,0
0,1,1,0.637030018,0,1,0,0,13000.0,0,0,0,0,2,0
0,2,3,0.665187975,0,0,0,1,14000.0,0,2,1,3,4,0
0,1,2,0.721755235,0,1,1,0,10000.0,0,1,2,1,3,0
1,1,0,0.356751909,1,0,1,1,12000.0,0,1,0,1,3,0
0,2,1,0.651318394,0,0,0,0,13000.0,0,0,0,1,2,1
0,0,2,0.44291129,1,0,1,1,13000.0,0,6,4,3,4,0
1,1,0,0.333927049,1,0,0,1,13000.0,0,0,0,2,3,0
0,0,0,0.30386345,0,0,1,0,13000.0,0,0,0,0,2,1
0,1,0,0.417137904,0,0,0,1,9000.0,0,0,0,1,2,1
1,2,3,0.705993114,1,0,1,1,10000.0,0,3,0,2,4,0
1,0,1,0.331564066,1,0,1,1,12000.0,0,3,1,2,3,0
0,2,2,0.6037071,0,0,0,0,17000.0,0,0,0,2,1,1
0,2,3,0.662717543,1,0,0,0,11000.0,0,0,0,3,1,1
0,2,3,0.638866998,1,1,0,0,16000.0,0,3,2,2,4,0
1,2,3,0.55379838,1,1,1,1,11000.0,0,1,1,4,4,0
1,2,3,0.638272783,1,0,1,1,8000.0,0,3,6,2,4,0
0,1,2,0.505155432,1,1,1,1,12000.0,0,1,0,2,2,0
1,0,1,0.274449832,1,0,0,0,11000.0,0,2,0,1,3,0
0,0,0,0.279041589,0,0,0,0,14000.0,1,0,0,1,2,1
1,0,2,0.532138928,0,0,0,1,10000.0,0,0,0,2,2,0
0,1,0,0.328034404,1,0,0,1,12000.0,0,0,0,2,2,0
1,2,3,0.536314809,1,0,1,1,11000.0,0,2,2,3,4,0
0,1,1,0.384969171,1,0,0,1,7000.0,0,4,1,2,3,0
0,0,1,0.338582395,0,0,0,1,10000.0,0,7,0,3,4,0
1,1,2,0.552021773,0,0,0,0,22000.0,0,0,0,0,2,1
0,1,3,0.649691908,1,0,1,1,11000.0,0,0,1,2,3,1
0,1,3,0.609314635,1,0,1,1,4000.0,0,5,3,3,4,0
0,2,3,0.506749939,1,1,1,1,7000.0,0,2,2,3,4,0
1,0,1,0.421470789,0,0,0,1,12000.0,0,0,0,2,3,1
1,2,1,0.595837174,0,0,1,1,14000.0,0,0,2,3,4,0
1,0,2,0.568743424,1,0,0,1,14000.0,0,0,0,2,1,0
1,0,0,0.357476958,0,0,0,0,13000.0,0,0,0,1,1,1
1,2,3,0.68740776,1,0,1,1,9000.0,0,0,0,2,2,0
0,2,2,0.583811179,1,0,1,1,11000.0,0,0,0,2,3,0
1,1,1,0.315862877,1,0,0,1,11000.0,0,0,1,3,3,0
1,1,3,0.426949153,1,0,1,1,6000.0,0,6,2,3,4,0
0,2,3,0.632620324,1,1,1,1,10000.0,0,0,0,3,2,0
1,2,2,0.706127533,1,0,0,0,15000.0,0,1,0,3,3,0
0,2,3,0.648090598,1,0,0,1,8000.0,0,1,2,3,3,0
0,2,2,0.685265206,1,0,0,1,17000.0,0,1,0,2,3,0
0,0,0,0.326987709,0,0,0,1,10000.0,0,0,0,1,2,1
0,1,1,0.447280977,1,0,1,1,8000.0,0,4,0,2,3,0
1,1,2,0.63738357,1,1,0,0,13000.0,0,2,0,3,4,0
1,0,3,0.538985633,1,0,1,1,13000.0,0,1,6,3,4,0
0,2,3,0.620475313,1,1,0,0,20000.0,0,2,0,3,4,0
1,1,2,0.476223019,1,0,1,1,10000.0,0,1,0,2,4,0
0,2,3,0.53680928,1,0,0,0,10000.0,0,4,2,2,3,1
1,2,3,0.641355186,1,0,0,0,17000.0,0,0,0,1,2,0
1,1,1,0.38838568,0,0,0,0,13000.0,0,1,0,2,3,1
1,0,2,0.416211451,0,0,1,1,12000.0,0,1,1,2,3,0
1,2,3,0.416311956,1,1,0,1,13000.0,0,0,1,3,3,0
1,0,1,0.372049855,0,0,1,1,11000.0,0,0,0,2,2,0
1,1,3,0.716748247,0,0,0,1,9000.0,1,6,1,3,4,0
1,1,1,0.419153815,0,0,1,1,11000.0,0,1,0,2,3,0
0,1,1,0.251622709,0,0,1,1,12000.0,1,2,1,3,3,0
1,1,0,0.290769672,1,0,0,1,14000.0,0,0,0,1,2,1
0,0,1,0.410986961,0,0,0,1,12000.0,0,0,6,3,4,0
0,2,3,0.455713219,1,1,1,0,13000.0,0,3,1,3,4,0
0,1,3,0.558262865,1,0,1,0,13000.0,0,2,3,2,3,0
1,2,3,0.692734458,0,1,1,1,9000.0,0,1,1,2,3,0
0,1,1,0.368544726,0,0,1,1,9000.0,0,0,0,3,1,1
0,0,3,0.574534503,1,1,0,1,16000.0,0,1,0,2,4,0
1,2,3,0.586355767,1,0,1,1,8000.0,0,2,1,4,3,0
1,2,3,0.575576756,1,1,1,0,15000.0,0,1,1,2,4,0
1,2,3,0.552264023,1,0,0,0,17000.0,0,0,0,1,3,0
1,2,3,0.656994532,1,1,0,1,10000.0,0,5,1,4,4,0
0,1,1,0.389233759,0,0,0,0,16000.0,0,2,0,2,3,1
0,2,3,0.73732109,0,0,1,1,11000.0,0,4,4,2,4,1
1,2,3,0.637347458,1,1,0,0,16000.0,0,0,0,1,2,0
0,0,0,0.187110162,0,0,0,0,13000.0,0,0,0,0,0,1
0,1,1,0.519225017,1,0,0,0,11000.0,0,1,0,2,2,0
1,0,1,0.394220679,0,0,0,1,13000.0,0,1,2,2,3,1
0,2,3,0.626302285,1,0,1,1,8000.0,0,7,3,3,3,1
